Algorithm,Path Length,Runtime (sec),Memory (kB),Discount,Theta
DFS,719,0.0497889518737793,11632,N/A,N/A
BFS,703,0.026473283767700195,1136,N/A,N/A
A*,703,0.036058664321899414,1104,N/A,N/A
MDP_POLICY,703,11.305286884307861,-60032,N/A,N/A
MDP_VALUE,703,29.577642917633057,-10096,N/A,N/A
