Algorithm,Path Length,Runtime (sec),Memory (kB),Discount,Theta
DFS,283,0.007942914962768555,1056,N/A,N/A
BFS,283,0.011075735092163086,960,N/A,N/A
A*,283,0.007455110549926758,1104,N/A,N/A
MDP_POLICY,283,1.817093849182129,-9344,N/A,N/A
MDP_VALUE,283,1.864943027496338,3792,N/A,N/A
