Algorithm,Path Length,Runtime (sec),Memory (kB),Discount,Theta
DFS,127,0.0037560462951660156,816,N/A,N/A
BFS,127,0.001786947250366211,64,N/A,N/A
A*,127,0.0007729530334472656,176,N/A,N/A
MDP_POLICY,127,0.13085627555847168,3696,N/A,N/A
MDP_VALUE,127,0.18653297424316406,528,N/A,N/A
